"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @hwangsyg: jihoon: pokoknya jihoon mau dateng. titik.

maroo: tapi kan ada sche—

jihoon: jihoon kan dah bilang dari awal januari?????…",FALSE,0,NA,2019-08-07 11:19:39,FALSE,NA,"1159061536091987973",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alin82982116",265,TRUE,FALSE,NA,NA
"RT @raracheesee: @geekkboyy @gojekindonesia harusnya Gojek gak cuma ngelit customer terus, kejadian nya kyk gini nih, cust yang goblog driv…",FALSE,0,NA,2019-08-07 11:19:30,FALSE,NA,"1159061500809494528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shly25898",478,TRUE,FALSE,NA,NA
"RT @bayugusa: Kumpulan voucher gratis dan promo menarik GOJEK<U+0001F60D>
(Auto update jika ada yang baru)

Like + rt dulu biar yang lain tau juga<U+0001F609>

=…",FALSE,0,NA,2019-08-07 11:19:21,FALSE,NA,"1159061460279971840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sa_putriiii",325,TRUE,FALSE,NA,NA
"Layanan mobile POS, MOKA dikabarkan akan diakuisisi oleh Gojek.",FALSE,0,NA,2019-08-07 11:19:13,FALSE,NA,"1159061430093545472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeeksInside_",0,FALSE,FALSE,NA,NA
"Pendemo Rusak Gedung Gojek Semarang, Pengamat Imbau Demonstrasi Gunakan Akal Sehat https://t.co/3G4QfbrHBw https://t.co/T6jaXOkfWI",FALSE,0,NA,2019-08-07 11:19:09,FALSE,NA,"1159061411139485702",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Harian_Jogja",0,FALSE,FALSE,NA,NA
"Tadi naik gojek bapaknya jutek bgt, lagi haid kalii",FALSE,0,NA,2019-08-07 11:17:29,FALSE,NA,"1159060992875122688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","danzzeldaz",0,FALSE,FALSE,NA,NA
"@Aqmarizawisnu <U+0001F62D><U+0001F62D><U+0001F602><U+0001F602><U+0001F602><U+0001F602>proud of abang gojek!",FALSE,0,"Aqmarizawisnu",2019-08-07 11:17:27,FALSE,"1159053052197736448","1159060984289353729","748916958","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ldiatmikaa",0,FALSE,FALSE,NA,NA
"Ada ga yg kaya gw, klo naik gojek smbil dengerin musik terus sambil berkhayal gitu atau ga mikirin apa gitu yg ga p… https://t.co/2VvDOU4cZP",FALSE,0,NA,2019-08-07 11:17:11,TRUE,NA,"1159060917553778690",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ehaehoy",0,FALSE,FALSE,NA,NA
"@ichsanesia Mari pindah ke Gojek <U+0001F92A>",FALSE,0,"ichsanesia",2019-08-07 11:16:57,FALSE,"1159059162115919872","1159060858175025152","1290651806","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deldeliput",0,FALSE,FALSE,NA,NA
"@fixmyheartandhi Sek pesen gojek jare lagi otw",FALSE,0,"fixmyheartandhi",2019-08-07 11:16:35,FALSE,"1159058856720228353","1159060766625918978","848501682635890688","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MasaiPull",0,FALSE,FALSE,NA,NA
"@preciousnara @geekkboyy Bahkan dulu pas naik gojek itu gua diputer""in jalan karna bpk"" baru pindah ke kota lain da… https://t.co/rCDNsbf98h",FALSE,0,"preciousnara",2019-08-07 11:16:18,TRUE,"1158869230088884224","1159060696287440896","972069396289011712","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marya0813",0,FALSE,FALSE,NA,NA
"baru sekali naik gojek motornya macem pcx.. pas aja gitu #badanguegede <U+0001F62D>",FALSE,0,NA,2019-08-07 11:16:03,FALSE,NA,"1159060629665173504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","irmanduy",0,FALSE,FALSE,NA,NA
"Kalo naik gojek kan kalo naik motor angkat rok dulu dong tapi kenapa gue selalu auto ngomong ""tuiiiing"" pas naik  ke jok motornya wkwk",FALSE,0,NA,2019-08-07 11:15:58,FALSE,NA,"1159060611814158338",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sachulicious",0,FALSE,FALSE,NA,NA
"RT @hwangsyg: jihoon: pokoknya jihoon mau dateng. titik.

maroo: tapi kan ada sche—

jihoon: jihoon kan dah bilang dari awal januari?????…",FALSE,0,NA,2019-08-07 11:15:50,FALSE,NA,"1159060578327040000",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","linayoomna00",265,TRUE,FALSE,NA,NA
"RT @bayugusa: Kumpulan voucher gratis dan promo menarik GOJEK<U+0001F60D>
(Auto update jika ada yang baru)

Like + rt dulu biar yang lain tau juga<U+0001F609>

=…",FALSE,0,NA,2019-08-07 11:15:43,FALSE,NA,"1159060546492043264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Agung_S77",325,TRUE,FALSE,NA,NA
"RT @newlyshot: @geekkboyy @mot_jaehyun @gojekindonesia saran: gojek klo dikasih bintang 1 jgn langsung putus mitra. Tapi, ditelusuri dulu a…",FALSE,0,NA,2019-08-07 11:14:35,FALSE,NA,"1159060261925376000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","punyasehun",105,TRUE,FALSE,NA,NA
"@askmenfess Dulu aku sering banget jalan PP hampir tiap hari malah, bertahun-tahun wakakak (tapi kalo lagi capek ak… https://t.co/MYMR1ymrUL",FALSE,0,"askmenfess",2019-08-07 11:13:34,TRUE,"1159046720040230912","1159060006349578241","810423824034299904","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shabrina_aida",0,FALSE,FALSE,NA,NA
"RT @raracheesee: @geekkboyy @gojekindonesia harusnya Gojek gak cuma ngelit customer terus, kejadian nya kyk gini nih, cust yang goblog driv…",FALSE,0,NA,2019-08-07 11:12:59,FALSE,NA,"1159059858303246336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nayoonben",478,TRUE,FALSE,NA,NA
"@Rizkaptrrrr Yah nyasar deh tu gojek WKWKWK",FALSE,0,"Rizkaptrrrr",2019-08-07 11:12:51,FALSE,"1159059710990934016","1159059824631357440","271207165","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Peddo_08",0,FALSE,FALSE,NA,NA
"RT @newlyshot: @geekkboyy @mot_jaehyun @gojekindonesia saran: gojek klo dikasih bintang 1 jgn langsung putus mitra. Tapi, ditelusuri dulu a…",FALSE,0,NA,2019-08-07 11:12:48,FALSE,NA,"1159059812690194433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nayoonben",105,TRUE,FALSE,NA,NA
"*Masnya pesen gojek*
Gojek: maaf nunggu dulu ya, mesinnya susah nyala
Masnya: santai mas

*Beberapa menit kemudian… https://t.co/N6ZYwKmi1R",FALSE,0,NA,2019-08-07 11:12:29,TRUE,NA,"1159059731811430400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","crenatas",0,FALSE,FALSE,NA,NA
"@NCT_OFFICIAL_JP ya Tuhan kupikir ini helm gojek :(((",FALSE,0,"NCT_OFFICIAL_JP",2019-08-07 11:12:01,FALSE,"1159041721595920385","1159059616254193664","892285827195084800","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","biaswife29",0,FALSE,FALSE,NA,NA
"@jaechachino Mark pegang helm gojek jg tetep aja ganteng <U+0001F62D><U+0001F62D>",FALSE,0,"jaechachino",2019-08-07 11:11:40,FALSE,"1159059244978565121","1159059530359066624","1046236857107800066","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kiksmaulida",0,FALSE,FALSE,NA,NA
"RT @GopaxID: Ini dia jawaban dari kuis Teka-Teki pekan lalu. Selamat kepada semua pemenang. Semua pemenang akan dihubungi oleh mimin, jadi…",FALSE,0,NA,2019-08-07 11:11:39,FALSE,NA,"1159059525799829504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dorika75",3,TRUE,FALSE,NA,NA
"RT @bayugusa: Kumpulan voucher gratis dan promo menarik GOJEK<U+0001F60D>
(Auto update jika ada yang baru)

Like + rt dulu biar yang lain tau juga<U+0001F609>

=…",FALSE,0,NA,2019-08-07 11:11:37,FALSE,NA,"1159059514290663424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Au_Royya",325,TRUE,FALSE,NA,NA
"RT @bayugusa: Kumpulan voucher gratis dan promo menarik GOJEK<U+0001F60D>
(Auto update jika ada yang baru)

Like + rt dulu biar yang lain tau juga<U+0001F609>

=…",FALSE,0,NA,2019-08-07 11:11:36,FALSE,NA,"1159059511967019008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nuurintyas_",325,TRUE,FALSE,NA,NA
"aku gak suka ya kalo dpt driver gojek kejauhan tapi pas mau cancel gak sengaja liat ava nya. ga tega:(",FALSE,0,NA,2019-08-07 11:11:11,FALSE,NA,"1159059406916476928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nathaniabrint",0,FALSE,FALSE,NA,NA
"Udah tiga hari ini pulang naik gojek dan ngendarainnya ga ada yang bener semua<U+0001F62D><U+0001F62D>",FALSE,0,NA,2019-08-07 11:10:52,FALSE,NA,"1159059328382279681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","salmayh",0,FALSE,FALSE,NA,NA
"Akun Gojek Rp. 700.000,- Minat? 085210549873",FALSE,0,NA,2019-08-07 11:10:13,FALSE,NA,"1159059164804468736",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AdventJuliawan",0,FALSE,FALSE,NA,NA
"Gojek, Bukalapak, Tokopedia Dan Traveloka Dapat Donor Asing Dengan Angka Fantastis #KlikRMOLID #RepublikMerdeka https://t.co/PdM7IZ3AVr",FALSE,0,NA,2019-08-07 11:10:02,FALSE,NA,"1159059115533975553",NA,"<a href=""http://www.rmol.co"" rel=""nofollow"">RMOL</a>","rmol_id",0,FALSE,FALSE,NA,NA
"RT @raracheesee: @geekkboyy @gojekindonesia harusnya Gojek gak cuma ngelit customer terus, kejadian nya kyk gini nih, cust yang goblog driv…",FALSE,0,NA,2019-08-07 11:10:00,FALSE,NA,"1159059106939883521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaemiobseo",478,TRUE,FALSE,NA,NA
"Menurut gue knp kita gbs kaya?
Ya krn kita gbs nabung.
Knp kita gbs nabung?
Ya krn boroslah.

Waktu jaman ortu kita… https://t.co/tH0gKifDJ9",FALSE,0,NA,2019-08-07 11:09:48,TRUE,NA,"1159059058537533441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Auroraaa_C",0,FALSE,FALSE,NA,NA
"@cecaksatoe Hahaha ora prim mek gojek aku Ki, wkk",FALSE,0,"cecaksatoe",2019-08-07 11:09:44,FALSE,"1159055374197989377","1159059040283922432","2898970610","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","M_Ntlo27",0,FALSE,FALSE,NA,NA
"RT @hwangsyg: jihoon: pokoknya jihoon mau dateng. titik.

maroo: tapi kan ada sche—

jihoon: jihoon kan dah bilang dari awal januari?????…",FALSE,0,NA,2019-08-07 11:09:43,FALSE,NA,"1159059036844654592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IcaRahmawati8",265,TRUE,FALSE,NA,NA
"RT @hwangsyg: jihoon: pokoknya jihoon mau dateng. titik.

maroo: tapi kan ada sche—

jihoon: jihoon kan dah bilang dari awal januari?????…",FALSE,0,NA,2019-08-07 11:09:14,FALSE,NA,"1159058917575385088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dandelionapeach",265,TRUE,FALSE,NA,NA
"RT @newlyshot: @geekkboyy @mot_jaehyun @gojekindonesia saran: gojek klo dikasih bintang 1 jgn langsung putus mitra. Tapi, ditelusuri dulu a…",FALSE,0,NA,2019-08-07 11:09:11,FALSE,NA,"1159058903688024065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaemiobseo",105,TRUE,FALSE,NA,NA
"RT @newlyshot: @geekkboyy @mot_jaehyun @gojekindonesia saran: gojek klo dikasih bintang 1 jgn langsung putus mitra. Tapi, ditelusuri dulu a…",FALSE,0,NA,2019-08-07 11:08:55,FALSE,NA,"1159058835870347270",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pinkezu",105,TRUE,FALSE,NA,NA
"RT @raracheesee: @geekkboyy @gojekindonesia harusnya Gojek gak cuma ngelit customer terus, kejadian nya kyk gini nih, cust yang goblog driv…",FALSE,0,NA,2019-08-07 11:08:39,FALSE,NA,"1159058767670984704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pinkezu",478,TRUE,FALSE,NA,NA
"gojek pacar ku https://t.co/YueqWlMbsx",FALSE,0,NA,2019-08-07 11:08:30,FALSE,NA,"1159058732908605441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","icelatteey",0,FALSE,FALSE,NA,NA
"@fenk_tea @sekdrinfo @lambeonlen @TMCPoldaMetro @SonoraFM92 @lewatmana @RadioElshinta @GrabID @gojekindonesia Blkng grab depan gojek",FALSE,0,"fenk_tea",2019-08-07 11:08:25,FALSE,"1159055057330921472","1159058711131779078","615323514","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hijriahwanD",0,FALSE,FALSE,NA,NA
"@ryan_nus @gojekindonesia Tuhan itu maha ok dan maha oh ye, dia selalu memberikan yg terbaik buat kita karena kita… https://t.co/CwPKgrw1k9",FALSE,0,"ryan_nus",2019-08-07 11:08:22,TRUE,"1157538590609379328","1159058699551248385","637139971","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CokyMarco",0,FALSE,FALSE,NA,NA
"Guys,tdkan sebelum pulang sekolah ak jajan dikantin trskan ibu2nya lama gt kan nyautny , padahal gojek ak udh smpe… https://t.co/gSblSH9Gow",FALSE,0,NA,2019-08-07 11:07:37,TRUE,NA,"1159058509385756672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IsRebahan",0,FALSE,FALSE,NA,NA
"RT @hwangsyg: jihoon: pokoknya jihoon mau dateng. titik.

maroo: tapi kan ada sche—

jihoon: jihoon kan dah bilang dari awal januari?????…",FALSE,0,NA,2019-08-07 11:07:29,FALSE,NA,"1159058475646717952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hwangpetitie",265,TRUE,FALSE,NA,NA
"RT @heart_o_cage: Kata abangnya “selamat udah merawanin helm gojek baru saya” https://t.co/StKgRmiBjd",FALSE,0,NA,2019-08-07 11:07:06,FALSE,NA,"1159058380696117248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rofiqprstywn",1458,TRUE,FALSE,NA,NA
"Gua pikir helm gojek<U+0001F62D> https://t.co/2Hf7SMmEMi",FALSE,1,NA,2019-08-07 11:06:56,FALSE,NA,"1159058338438455298",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaechachino",0,FALSE,FALSE,NA,NA
"@geekkboyy Apakabar saya kemaren naik gojek terus drivernya ngelanggar lampu merah saya tetep kasih bintang 4 cuyy… https://t.co/LgBCOQHVOX",FALSE,0,"geekkboyy",2019-08-07 11:06:41,TRUE,"1158716817747017729","1159058275209322496","1065816456791646208","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DIV_CSW86",0,FALSE,FALSE,NA,NA
"RT @hwangsyg: jihoon: pokoknya jihoon mau dateng. titik.

maroo: tapi kan ada sche—

jihoon: jihoon kan dah bilang dari awal januari?????…",FALSE,0,NA,2019-08-07 11:06:31,FALSE,NA,"1159058233488637953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","etaaaak",265,TRUE,FALSE,NA,NA
"Soalnya barusan saya order goride, dan mitra gojek chat saya dgn nada marah karena merasa saya pernah kasih bintang 1",FALSE,0,"desikusumawanti",2019-08-07 11:05:50,FALSE,"1159057558818025473","1159058060280655873","154491410","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","desikusumawanti",0,FALSE,FALSE,NA,NA
"RT @hwangsyg: jihoon: pokoknya jihoon mau dateng. titik.

maroo: tapi kan ada sche—

jihoon: jihoon kan dah bilang dari awal januari?????…",FALSE,0,NA,2019-08-07 11:05:28,FALSE,NA,"1159057966546345984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oshkmgy",265,TRUE,FALSE,NA,NA
"RT @reyhanantama00: ini grab/gojek jauh deket 9rb apa gmn ya dari kemaren muter2 tembalang mau jauh mau deket tarifnya selalu flat 9k eithe…",FALSE,0,NA,2019-08-07 11:05:21,FALSE,NA,"1159057937916030977",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rachelndtp",1,TRUE,FALSE,NA,NA
"Ratusan Driver Segel Kantor Gojek Semarang Buntut Pemotongan Bonus Sepihak https://t.co/KwiZcHUEun",FALSE,1,NA,2019-08-07 11:05:08,FALSE,NA,"1159057884858081281",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","merdekadotcom",0,FALSE,FALSE,NA,NA
"RT @hwangsyg: jihoon: pokoknya jihoon mau dateng. titik.

maroo: tapi kan ada sche—

jihoon: jihoon kan dah bilang dari awal januari?????…",FALSE,0,NA,2019-08-07 11:05:07,FALSE,NA,"1159057879501983744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vitiaraaa",265,TRUE,FALSE,NA,NA
"ini grab/gojek jauh deket 9rb apa gmn ya dari kemaren muter2 tembalang mau jauh mau deket tarifnya selalu flat 9k either grab/gojek",FALSE,0,NA,2019-08-07 11:05:00,FALSE,NA,"1159057850452213760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","reyhanantama00",1,FALSE,FALSE,NA,NA
"RT @BerburuSale: Coba masukkan kode MABA2019 di aplikais Gojek kali aja ada yg dapet juga. https://t.co/jQ9ubKWRlp",FALSE,0,NA,2019-08-07 11:04:56,FALSE,NA,"1159057831930130432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sleepy01head",11,TRUE,FALSE,NA,NA
"Monmaap sampe emosi nyari aplikasi gojek di hp ternyata logonya ganti, yg ketanem diotakku warna ijo itemmmm mulu",FALSE,0,NA,2019-08-07 11:04:07,FALSE,NA,"1159057630154747904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","danaswaragati",0,FALSE,FALSE,NA,NA
"RT @newlyshot: @geekkboyy @mot_jaehyun @gojekindonesia saran: gojek klo dikasih bintang 1 jgn langsung putus mitra. Tapi, ditelusuri dulu a…",FALSE,0,NA,2019-08-07 11:04:06,FALSE,NA,"1159057624995753991",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dazz_lingtime",105,TRUE,FALSE,NA,NA
"bandung emg ngaco bgt dah opang nya, pas itu ada kesana gabisa kemana2 gaada kendaraan grab gojek gaada yg berani<U+0001F643> https://t.co/fVJZUug2Ot",FALSE,0,NA,2019-08-07 11:03:56,FALSE,NA,"1159057581857394693",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","galuhanditrri",0,FALSE,FALSE,NA,NA
"Dear @gojekindonesia saya penasaran nih apa yang gojek lakukan ke mitra misal ada penumpang yg kasih bintang 1 ke mitra tsb?",FALSE,0,NA,2019-08-07 11:03:50,FALSE,NA,"1159057558818025473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","desikusumawanti",0,FALSE,FALSE,NA,NA
"Ini Penjelas Gojek Terkait Unjuk Rasa Driver GoCar https://t.co/BoODm8JTHe https://t.co/61xM6hLDwl",FALSE,0,NA,2019-08-07 11:03:41,FALSE,NA,"1159057519563694080",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","kabarmedancom",0,FALSE,FALSE,NA,NA
"RT @hwangsyg: jihoon: pokoknya jihoon mau dateng. titik.

maroo: tapi kan ada sche—

jihoon: jihoon kan dah bilang dari awal januari?????…",FALSE,0,NA,2019-08-07 11:03:37,FALSE,NA,"1159057503319027712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_kyukuunee",265,TRUE,FALSE,NA,NA
"Ternyata instan yaa buat babang gojek auto diem dan nikmati perjalanan",FALSE,0,"nenoooy",2019-08-07 11:03:32,FALSE,"1159057478169976832","1159057480959184896","339520960","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nenoooy",0,FALSE,FALSE,NA,NA
"RT @hwangsyg: jihoon: pokoknya jihoon mau dateng. titik.

maroo: tapi kan ada sche—

jihoon: jihoon kan dah bilang dari awal januari?????…",FALSE,0,NA,2019-08-07 11:02:08,FALSE,NA,"1159057127484219393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johaaeyo",265,TRUE,FALSE,NA,NA
"Big thxxxx to abang gojek tau jalan tikus.",FALSE,1,NA,2019-08-07 11:01:52,FALSE,NA,"1159057061461708800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dailyhuhuhu",0,FALSE,FALSE,NA,NA
"RT @dyahwardini: Aku terlalu menggantungkan diri pada gojek https://t.co/ILaPNnFQnW",FALSE,0,NA,2019-08-07 11:01:43,FALSE,NA,"1159057023645782016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","belokinaja",1,TRUE,FALSE,NA,NA
"@dinidinataa Hai Dini, kami mohon maaf atas kendala yang anda alami. Untuk proses lebih lanjut, bisa untuk melampir… https://t.co/epXub5S7Hw",FALSE,0,"dinidinataa",2019-08-07 11:00:36,TRUE,"1159055616322576390","1159056743651057664","130770148","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>","gojekindonesia",0,FALSE,FALSE,NA,NA
"Pahala jariyah sociopreneur macem gojek, trafi dan sebangsanya banyak banget kali yak. Memudahkan urusan banyak ora… https://t.co/VKqdRdKkRR",FALSE,0,NA,2019-08-07 11:00:35,TRUE,NA,"1159056738361860096",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lintangkina",0,FALSE,FALSE,NA,NA
"@didyahayuu Hai Dyah, mohon maaf atas ketidaknyamanannya. Mohon waspada dengan segala bentuk penipuan yang mengatas… https://t.co/PUHzpuP6Is",FALSE,0,"didyahayuu",2019-08-07 11:00:28,TRUE,"1159055165858521088","1159056709366767617","1461126847","<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>","gojekindonesia",0,FALSE,FALSE,NA,NA
"@selalujadisupir Ini maksudnya ceban naik gojek dari gondangdia ke tempat intv gua td jir wkwkwkwk",FALSE,0,"selalujadisupir",2019-08-07 11:00:23,FALSE,"1159054957577773057","1159056689481388032","972697518952730627","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deslitasibuea",0,FALSE,FALSE,NA,NA
"RT @raracheesee: @geekkboyy @gojekindonesia harusnya Gojek gak cuma ngelit customer terus, kejadian nya kyk gini nih, cust yang goblog driv…",FALSE,0,NA,2019-08-07 11:00:22,FALSE,NA,"1159056682976067585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Awowoww",478,TRUE,FALSE,NA,NA
"RT @hwangsyg: jihoon: pokoknya jihoon mau dateng. titik.

maroo: tapi kan ada sche—

jihoon: jihoon kan dah bilang dari awal januari?????…",FALSE,0,NA,2019-08-07 10:59:47,FALSE,NA,"1159056536183795712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","starrynachts",265,TRUE,FALSE,NA,NA
"Soal Demo GoCar di Semarang, Gojek Tanggapi Ini https://t.co/gjeusrkyRe https://t.co/ZLwThHik8G",FALSE,0,NA,2019-08-07 10:58:39,FALSE,NA,"1159056251533139969",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ayobandungcom",0,FALSE,FALSE,NA,NA
"@geekkboyy Pernah naik gojek hampir kecelakaan tetep tak kasih bintang 5",FALSE,0,"geekkboyy",2019-08-07 10:58:37,FALSE,"1158716817747017729","1159056242234408961","1065816456791646208","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deaputriaprl",0,FALSE,FALSE,NA,NA
"RT @BerburuSale: Coba masukkan kode MABA2019 di aplikais Gojek kali aja ada yg dapet juga. https://t.co/jQ9ubKWRlp",FALSE,0,NA,2019-08-07 10:57:58,FALSE,NA,"1159056079642218496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wulxndaa",11,TRUE,FALSE,NA,NA
"@rbwmnfsub OMG MAS GOJEK....... hati2 di jalan :D",FALSE,0,"rbwmnfsub",2019-08-07 10:57:55,FALSE,"1159051744808095745","1159056068678283264","985702416778543104","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bluepisces28",0,FALSE,FALSE,NA,NA
"@luxsfiles @fadlydioutama Mau kapang di hijaukan itu Batangase, GRAB×GOJEK Connection",FALSE,0,"luxsfiles",2019-08-07 10:57:48,FALSE,"1159055304786468864","1159056040039608320","1106350185553121280","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andiagusnisar13",0,FALSE,FALSE,NA,NA
"Keseringan ngantuk dibonceng babang gojek saat otw pulang sampe kudu geblak ae ga kuat nahan ngantok <U+0001F634>",FALSE,0,NA,2019-08-07 10:57:43,FALSE,NA,"1159056018959032320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mawarawam",0,FALSE,FALSE,NA,NA
"RT @hwangsyg: jihoon: pokoknya jihoon mau dateng. titik.

maroo: tapi kan ada sche—

jihoon: jihoon kan dah bilang dari awal januari?????…",FALSE,0,NA,2019-08-07 10:57:37,FALSE,NA,"1159055993747066880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","greenteah_",265,TRUE,FALSE,NA,NA
"RT @raracheesee: @geekkboyy @gojekindonesia harusnya Gojek gak cuma ngelit customer terus, kejadian nya kyk gini nih, cust yang goblog driv…",FALSE,0,NA,2019-08-07 10:57:15,FALSE,NA,"1159055900746739712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lionnojam",478,TRUE,FALSE,NA,NA
